,label,centroid-0,centroid-1
0,1,36.88685927306617,39.506803355079214
1,2,37.104890604890606,109.6943371943372
2,3,7.0339847068819035,167.21495327102804
3,4,7.551187551187551,260.3701883701884
4,5,21.019636153624024,362.1383193762634
5,6,32.7072152653548,448.0951103160406
6,7,34.549498544160464,543.42753154319
7,8,44.744007670182164,745.9504634068393
8,9,40.56357807968249,848.1889787818653
9,10,16.299951148021496,1032.8246213971665
10,11,14.771558245083208,1116.7942511346446
11,12,45.87769000272405,1161.176791065105
12,13,16.642209398186314,1247.5284418796373
13,14,27.84231670572481,1327.7576163374624
14,15,70.8045573342045,1487.4130186213656
15,16,21.838983050847457,1579.2960805084747
16,17,71.52549828178694,662.3395189003436
17,18,46.94810441267868,954.8834679925419
18,19,54.134108180599014,287.5887349128297
19,20,51.837196313878806,189.15805640882436
20,21,57.69988801791713,607.6931690929451
21,22,66.13953488372093,394.83388704318935
22,23,70.07610448242502,1237.4150274105127
23,24,76.79618127444215,1060.5481941568898
24,25,97.9438775510204,897.0526147959183
25,26,90.44632056451613,1345.196320564516
26,27,99.38967899227956,552.3006907761072
27,28,104.0682208588957,337.479754601227
28,29,108.56540697674419,32.5686773255814
29,30,129.36940460669274,813.7127335940895
30,31,136.44561589805826,198.30354975728156
31,32,112.55276381909547,438.88442211055275
32,33,110.80058651026393,977.0443548387096
33,34,178.67102341222002,1198.0551995431763
34,35,160.5614671503426,681.3428724976488
35,36,136.4941489361702,1582.4324468085106
36,37,145.87072758037226,1042.780372250423
37,38,148.6682156133829,1412.6449814126395
38,39,161.61747807680678,1109.901723616571
39,40,201.03983050847458,462.1241525423729
40,41,176.62118736383442,560.9327342047931
41,42,219.35794350620236,1367.4649529218352
42,43,178.10147942672214,97.17568192325474
43,44,167.82302911351,1500.2437029767746
44,45,169.8016341352701,950.7596459373582
45,46,161.64065573770492,429.48786885245903
46,47,215.11812961443806,276.186765108012
47,48,190.0176520033623,361.3407116839451
48,49,172.86175115207374,14.738248847926267
49,50,155.0,1305.0
50,51,261.9998748905292,1312.7446515701238
51,52,199.33537071485517,812.5640446452298
52,53,281.1316512615538,1534.0334748938296
53,54,349.3161161299221,1399.358733880422
54,55,229.57522469714732,1058.116060961313
55,56,216.33861386138614,41.29455445544554
56,57,246.86555207244862,927.657262277952
57,58,224.94805694497884,1505.2077722200847
58,59,251.9871323529412,494.8616727941176
59,60,227.4788391777509,209.39661426844015
60,61,240.03783624002364,580.5971031628732
61,62,234.54697674418605,163.50046511627906
62,63,244.55091185410333,831.8655015197569
63,64,279.1786996904025,617.8702167182663
64,65,266.67176824268927,995.2601803771522
65,66,260.62291086350973,372.98224233983285
66,67,255.30172413793105,56.84003831417625
67,68,251.6874469889737,305.87362171331637
68,69,302.9824060150376,722.4156390977444
69,70,266.41566498642885,1266.6324156649864
70,71,279.9895433949111,145.74555594283723
71,72,305.2332183603078,1072.1082515256037
72,73,316.3041775456919,395.97258485639685
73,74,359.23296814003277,857.4791587961214
74,75,296.4326443335709,1585.2508909479686
75,76,302.29990069513406,464.75471698113205
76,77,303.74070175438595,1136.4954385964913
77,78,319.2099767981438,319.53596287703016
78,79,350.4281656804734,1173.0816568047337
79,80,307.89809523809527,46.392857142857146
80,81,325.1836238346169,940.7600324280503
81,82,408.8355093590231,144.78497485950902
82,83,336.0563657863618,614.0461174615688
83,84,436.5057034220532,704.0520017893089
84,85,424.9133166990112,976.4504204786988
