,label,centroid-0,centroid-1
0,1,4.920997920997921,309.9196119196119
1,2,15.586603872318157,475.0722135007849
2,3,19.26475968734409,625.5948777648429
3,4,19.120819848975188,793.816792520676
4,5,29.586337282581297,946.1586841441896
5,6,26.892565947242208,1104.200959232614
6,7,20.53018372703412,1270.7615923009623
7,8,12.713819368879216,1424.5979325353646
8,9,14.679805769780064,1536.3213367609255
9,10,44.335100163691635,167.49481643152234
10,11,63.082334132693845,13.5775379696243
11,12,78.06922357343312,390.1688068713326
12,13,99.16641286255621,1323.6317597478485
13,14,95.21719613259668,1557.0567449355433
14,15,103.95795141337094,694.2147939234665
15,16,103.68684273902224,531.1447378983704
16,17,117.66842980202509,858.643947408191
17,18,120.87695973911953,1046.544838831055
18,19,120.30161698383016,127.2689473105269
19,20,131.44587304441646,288.7673080381226
20,21,167.18982607069384,42.222928745090705
21,22,203.86942531694447,1331.5372289079091
22,23,200.3387572556856,1502.3678751546295
23,24,212.23718370029576,455.84998356884654
24,25,209.50385208012327,1591.2519260400616
25,26,217.81984052869765,611.3578765893254
26,27,218.73876808849155,786.8342298658989
27,28,223.9436550308008,184.47203285420946
28,29,219.10855219451702,1046.00084148988
29,30,224.69116497263488,328.2163148292937
30,31,244.64724322330812,39.556887331735204
31,32,305.1405629004785,1392.6099440343905
32,33,302.0204147764096,1539.1221646143877
33,34,318.1623702112424,709.0209452201933
34,35,314.42413396395244,412.17192892752144
35,36,313.15676644839414,1061.4985188649828
36,37,318.2278134540478,1231.467522897147
37,38,318.6303986710964,285.8068343616516
38,39,328.42745648950284,869.3439475532662
39,40,321.82430426716144,139.2921150278293
40,41,326.62497095499964,555.0422895205638
41,42,335.35463258785944,23.156549520766774
42,43,390.66018641810916,1573.9256990679094
43,44,410.1866966580977,388.5943123393316
44,45,403.48609806500093,1457.5592710877324
45,46,409.4774686520376,1307.850999216301
46,47,411.2437199852235,252.806797192464
47,48,419.70592096625967,976.816725745044
48,49,411.9798649626236,1161.0218230045816
49,50,417.5236283540248,88.50320384461354
50,51,422.70404061772797,518.7659191876454
51,52,422.49027237354085,805.0498540856031
52,53,427.5882860665845,677.6163995067817
53,54,492.77684334050457,1541.7212986504987
54,55,495.2086062796476,204.11926812740003
55,56,513.9180686636576,385.6201614006292
56,57,509.700246949448,1387.950610110401
57,58,510.0303777406005,1221.5467112793872
58,59,506.6981857503304,50.772557971885135
59,60,504.60207730291165,1057.940575515069
60,61,513.4236407022328,617.7024884949719
61,62,526.111678366305,819.6570942352691
62,63,576.3959855792654,519.1902952353113
63,64,594.1024446079633,923.7736080451313
64,65,581.5655031310063,172.03341806683613
65,66,579.1005338078292,1591.4759786476868
66,67,603.8036563371045,1486.8462862764388
67,68,614.5525093360051,728.1318881501047
68,69,600.7700065365581,1117.37407787842
69,70,606.3463241806909,1305.4875110717448
70,71,646.2380810931235,340.67740977276105
71,72,657.8015959376133,32.54570184983678
72,73,667.3847114664002,586.0732783745524
73,74,674.2460671092116,1029.9368918796035
74,75,675.9059764705883,159.8925176470588
75,76,690.6379371877231,1568.8294075660242
76,77,701.9282803585982,1231.887204563977
77,78,690.790875354726,448.0272866186422
78,79,718.6434600732053,859.7723164263838
79,80,705.5506682161534,1412.765833817548
80,81,721.1301093839954,736.6351468048359
81,82,754.933959638135,1052.8977035490605
82,83,761.3515362318841,371.33727536231885
83,84,761.7536682202658,220.61807353702744
84,85,756.9097192224622,54.08941684665227
85,86,760.2281870254429,634.1362728120421
86,87,767.423007040654,504.2924142630025
87,88,796.6732026143791,1542.1664227880208
88,89,816.8300100704935,1414.4603222557905
89,90,816.4744195464363,1254.167656587473
90,91,838.3488502523836,925.2129136287157
91,92,834.744934094039,754.334054692111
92,93,831.3026905829596,17.41748878923767
93,94,853.2696182641649,1108.1236713189758
94,95,849.6269012277809,136.25755909840572
95,96,845.9817228867088,596.606638892622
96,97,859.1072408697488,301.9755119273802
97,98,860.8241565135895,448.2700328022493
98,99,899.9805663520267,1588.0383120488618
99,100,907.5653511947863,1474.9274981897177
100,101,924.8809167338477,1248.81861107912
101,102,922.5795144375808,48.17138342192214
102,103,921.826816457543,675.7330026262036
103,104,937.4299953994786,825.8316975923938
104,105,937.9548331058444,549.1398436530587
105,106,936.2249261254998,1007.7479575873457
106,107,940.3497170092344,211.5585344057194
107,108,945.7876011930124,388.8656795909672
108,109,987.8742792856139,1543.4338349036705
109,110,1010.291722896986,1325.8049932523618
110,111,1011.0788068041745,85.88799408332649
111,112,1027.8171262699564,1434.7448922630344
112,113,1025.5730245548702,1213.863028046084
113,114,1016.2317210348706,690.9581927259093
114,115,1025.0178542444407,496.18690147703296
115,116,1030.6851647136857,272.689660254993
116,117,1043.7804195804197,1086.4458041958042
117,118,1041.4927817644575,948.6089489235965
118,119,1060.7796359499432,830.1869169510808
119,120,1105.1218851163142,1496.9428592938343
120,121,1100.472487160675,18.526412325752016
121,122,1104.1453149228385,363.4216200251052
122,123,1112.0188403146149,135.71638924455826
123,124,1099.2554276442866,642.3561770841382
124,125,1123.5106535479247,1235.5487065876066
125,126,1145.4586324975146,1025.5172870871534
126,127,1160.9418322062552,782.592297125951
127,128,1162.314491064491,470.48154623154625
128,129,1168.273166023166,1589.2750965250966
129,130,1180.8496732026144,1314.7284498705142
130,131,1179.1081243731194,1502.1145436308927
131,132,1178.7850438994853,38.60793218286406
132,133,1178.7469856087125,275.24329054842474
133,134,1183.5496636327662,141.26909378709934
134,135,1195.0589569160998,1128.1065759637188
