,label,centroid-0,centroid-1
0,1,36.93613933236575,129.3771770682148
1,2,28.826076723935042,223.2179336314427
2,3,22.130171543895056,350.68657921291623
3,4,20.176470588235293,478.08026960784315
4,5,52.94059586912813,625.6280387497716
5,6,52.19872905834777,699.4667822068169
6,7,31.73900293255132,864.3964809384164
7,8,13.51496062992126,939.8288713910761
8,9,10.555250514756349,1108.3908716540836
9,10,12.90358126721763,1262.502295684114
10,11,82.99680198987296,1415.4773030114595
11,12,35.10181190681622,1503.3313201035376
12,13,51.693349753694584,1536.2881773399015
13,14,47.9036903690369,1586.4158415841584
14,15,38.32548125633232,787.0488855116515
15,16,72.14906232763376,534.4140926640927
16,17,56.833953241232734,28.107863974495217
17,18,71.4813269765594,1004.026221692491
18,19,82.61704009433963,1327.9118514150944
19,20,69.15243902439025,1094.1005114083398
20,21,88.63564114320648,1182.561821794284
21,22,155.85427135678393,918.603912419239
22,23,76.71606895185259,408.5819298593224
23,24,87.72053183329072,1252.4883661467654
24,25,107.46904451210672,285.79077859939105
25,26,111.98604040072262,98.79454754475283
26,27,117.90959783710713,850.653937140926
27,28,123.2920828708842,1526.6548279689234
28,29,105.61281797158904,193.49289725801123
29,30,128.6660676360072,768.177585361869
30,31,138.12376117959874,376.18975102731446
31,32,141.1075161772026,1101.980587356894
32,33,152.64240648940964,473.14015322217216
33,34,132.38834951456312,10.39697950377562
34,35,165.93396424815984,613.136698212408
35,36,174.91640706126688,996.2277604707512
36,37,174.94961317198968,1236.8290021821067
37,38,178.87927805210285,211.59083943470117
38,39,188.3641032759578,77.02526374236535
39,40,198.8078096400244,1338.3042505592841
40,41,227.5305455171227,1488.7628635346757
41,42,209.64935277732263,337.91463214812387
42,43,227.6310924369748,1422.7611764705882
43,44,227.57025513378966,1139.7295581829496
44,45,219.82878738087413,1548.1508379888269
45,46,210.17525225703665,424.15215082315456
46,47,213.44159816478685,727.0372777671573
47,48,225.21169966113786,820.0920278223649
48,49,268.361677344205,1004.7006406523005
49,50,255.95729921381223,508.7673809156775
50,51,303.2136321060595,89.58347143165935
51,52,332.1639971179959,670.2804411683202
52,53,246.84105397365065,1252.7165320866977
53,54,267.7331555555556,307.5632
54,55,248.92100192678228,17.307803468208093
55,56,281.7976447497547,232.5862610402355
56,57,379.58258111031,1306.964816149964
57,58,308.0241935483871,596.013045540797
58,59,347.6186666666667,436.3622564102564
59,60,309.6399806701031,1101.9138208762886
60,61,308.62384187770226,890.135268684373
61,62,313.98695021749637,806.0120831319477
62,63,327.78766140602585,1545.3342898134863
63,64,317.1807531380753,135.03179916317993
64,65,332.19439436158007,1443.0803147025078
65,66,424.0907077896402,548.7945432977461
66,67,369.1266735324408,331.0497768623412
67,68,357.57116279069766,1589.613953488372
68,69,359.75206261899723,225.68753966574994
69,70,390.4220418624519,1097.1429944468175
70,71,411.62349772067967,944.5410277662661
71,72,390.58696448187476,757.386854632003
72,73,403.30648092065417,844.4150514839491
73,74,410.32813340505646,149.75847229693383
74,75,419.51136964569014,1473.5074034902168
75,76,498.77980599647265,320.03544973544973
76,77,432.22904411764705,1567.2669117647058
77,78,478.66148405178166,75.54123848925664
78,79,447.21723518850985,202.9701526032316
79,80,479.87952210808396,1010.234033050469
80,81,487.3297385620915,390.92124183006536
81,82,471.2203867848509,686.3599919419822
82,83,499.9478696741855,470.82923976608186
83,84,484.0968939905469,1220.9243754220122
84,85,547.761663286004,1148.3190379600117
85,86,494.5512239347235,760.3575702629194
86,87,569.9924885061192,1280.3234475166742
87,88,495.97692140213366,848.5636838667538
88,89,514.3308167467399,250.8028483184626
89,90,509.0042232831436,1468.0857510099156
90,91,520.5546813532651,1559.260162601626
91,92,536.0697633959638,604.5808977035491
92,93,556.3818085668959,886.3694694165345
93,94,571.9752427184466,1068.3156957928802
94,95,652.6965552178318,655.4779273411492
95,96,617.5794604398096,131.90689941812136
96,97,586.8984340044743,229.13333333333333
97,98,616.8092006946969,838.7073387455067
98,99,590.5905454545455,1390.34
99,100,606.3498779495525,532.2522375915379
100,101,648.1543307086614,1431.1393325834272
101,102,638.1983611626468,434.194573283859
102,103,585.4529147982063,7.690582959641255
103,104,617.0902255639098,1542.0738990332975
104,105,657.0024077046548,1588.2191011235955
105,106,643.6874752279033,69.8692033293698
106,107,725.3566188668117,343.67593172853617
107,108,697.8838293786861,1101.0005486215882
108,109,688.2599373247567,1031.1997361042388
109,110,630.0,13.0
110,111,672.6133333333333,5.928333333333334
111,112,696.5430472953838,552.0814216935712
112,113,706.0779302729137,944.1984540148288
113,114,701.8021366570221,849.4366792788783
114,115,756.4599816656089,1247.2186728721529
115,116,720.350837628866,1516.8026739690722
116,117,709.9260886935677,77.08190171793848
117,118,718.4502801120448,1321.9590336134454
118,119,913.1731599177316,1080.430417411241
119,120,828.337844790059,145.1575052435791
120,121,756.9140034863451,1575.7158628704242
121,122,781.3698364291655,1423.3968672026615
122,123,780.0020592020592,599.1508365508365
123,124,791.9065108514191,1186.6347759085656
124,125,844.8009895547004,1525.0705057724024
125,126,861.9562621045836,91.72595222724338
126,127,904.6045494848198,524.3620325924114
127,128,854.1948126801153,1406.2587896253601
128,129,894.2145362431801,334.792673421668
129,130,885.6413755458515,1580.6954148471616
130,131,945.8051137033109,875.5556733828208
131,132,1003.227104496417,82.9149145602016
132,133,1060.521984284086,210.87943134784956
133,134,926.1924423694193,1357.6508608112051
134,135,911.3623798076923,897.9278846153846
135,136,961.6076320939335,1001.1149706457926
136,137,992.764999325873,690.0101119050829
137,138,1089.642076259888,399.5523953426362
138,139,1040.3298861107476,562.928393768818
139,140,1104.2762670450068,772.5512729565697
140,141,1031.8983483739146,1108.8155967989103
141,142,1043.3417721518988,309.3544303797468
142,143,1042.4468670202318,1496.2736201139264
143,144,1052.902950310559,255.80046583850933
144,145,1105.4805325295151,1562.0994724943482
145,146,1081.2467850581752,19.32823025107165
146,147,1153.4220352484317,1233.5661157024792
147,148,1103.419903746992,1030.9374355448608
148,149,1130.9637645515659,937.185112313494
149,150,1115.6249088256748,717.9998176513494
150,151,1124.726212926453,1357.2950454311674
151,152,1117.14371148967,1143.8880028996014
152,153,1131.2004175365344,860.1273486430063
153,154,1152.0843049327354,575.1869547492865
154,155,1140.6789421651013,38.94117647058823
155,156,1146.5338028169015,284.5425352112676
156,157,1168.561115668581,102.361498496035
157,158,1168.6860489007602,1505.022601191699
158,159,1178.9489996076893,1007.6488819144763
159,160,1195.2267135325133,861.6748681898067
